                                               TEST REPORT
----------------------------------------------------------------------------------------------------
Date            : 18-11-2025
Time            : 18-30-39
Unit SI No      : 999
DTC SI No       : 999
Test No         : 999
Inspector's Name: 999
DTC             : Darin2
Iteration Number: 1000   Duration        : 0

Test             Itrn No         PASS/FAIL          Date          Time
LoopBack         285                 FAIL             18-11-2025    18-55-48
Erase            285                 PASS             18-11-2025    18-55-51
Write            285                 PASS             18-11-2025    18-55-51
Read             285                 PASS             18-11-2025    18-55-52
LoopBack         286                 FAIL             18-11-2025    18-55-53
Erase            286                 PASS             18-11-2025    18-55-56
Write            286                 PASS             18-11-2025    18-55-57
Read             286                 PASS             18-11-2025    18-55-57
LoopBack         287                 FAIL             18-11-2025    18-55-58
Erase            287                 PASS             18-11-2025    18-56-02
Write            287                 PASS             18-11-2025    18-56-02
Read             287                 PASS             18-11-2025    18-56-03
LoopBack         288                 FAIL             18-11-2025    18-56-04
Erase            288                 PASS             18-11-2025    18-56-07
Write            288                 PASS             18-11-2025    18-56-07
Read             288                 PASS             18-11-2025    18-56-08
LoopBack         289                 FAIL             18-11-2025    18-56-09
Erase            289                 PASS             18-11-2025    18-56-12
Write            289                 PASS             18-11-2025    18-56-13
Read             289                 PASS             18-11-2025    18-56-13
LoopBack         290                 FAIL             18-11-2025    18-56-14
Erase            290                 PASS             18-11-2025    18-56-18
Write            290                 PASS             18-11-2025    18-56-18
Read             290                 PASS             18-11-2025    18-56-19
LoopBack         291                 FAIL             18-11-2025    18-56-20
Erase            291                 PASS             18-11-2025    18-56-23
Write            291                 PASS             18-11-2025    18-56-24
Read             291                 PASS             18-11-2025    18-56-24
LoopBack         292                 FAIL             18-11-2025    18-56-25
Erase            292                 PASS             18-11-2025    18-56-29
Write            292                 PASS             18-11-2025    18-56-29
Read             292                 PASS             18-11-2025    18-56-30
LoopBack         293                 FAIL             18-11-2025    18-56-31
Erase            293                 PASS             18-11-2025    18-56-34
Write            293                 PASS             18-11-2025    18-56-34
Read             293                 PASS             18-11-2025    18-56-35
LoopBack         294                 FAIL             18-11-2025    18-56-36
Erase            294                 PASS             18-11-2025    18-56-39
Write            294                 PASS             18-11-2025    18-56-40
Read             294                 PASS             18-11-2025    18-56-40
LoopBack         295                 FAIL             18-11-2025    18-56-41
Erase            295                 PASS             18-11-2025    18-56-44
Write            295                 PASS             18-11-2025    18-56-45
Read             295                 PASS             18-11-2025    18-56-45
LoopBack         296                 FAIL             18-11-2025    18-56-46
Erase            296                 PASS             18-11-2025    18-56-49
Write            296                 PASS             18-11-2025    18-56-50
Read             296                 PASS             18-11-2025    18-56-51
LoopBack         297                 FAIL             18-11-2025    18-56-52
Erase            297                 PASS             18-11-2025    18-56-55
Write            297                 PASS             18-11-2025    18-56-55
Read             297                 PASS             18-11-2025    18-56-56
LoopBack         298                 FAIL             18-11-2025    18-56-57
Erase            298                 PASS             18-11-2025    18-57-00
Write            298                 PASS             18-11-2025    18-57-01
Read             298                 PASS             18-11-2025    18-57-01
LoopBack         299                 FAIL             18-11-2025    18-57-02
Erase            299                 PASS             18-11-2025    18-57-06
Write            299                 PASS             18-11-2025    18-57-06
Read             299                 PASS             18-11-2025    18-57-07
LoopBack         300                 FAIL             18-11-2025    18-57-08
Erase            300                 PASS             18-11-2025    18-57-11
Write            300                 PASS             18-11-2025    18-57-12
Read             300                 PASS             18-11-2025    18-57-12
LoopBack         301                 FAIL             18-11-2025    18-57-13
Erase            301                 PASS             18-11-2025    18-57-16
Write            301                 PASS             18-11-2025    18-57-17
Read             301                 PASS             18-11-2025    18-57-18
LoopBack         302                 FAIL             18-11-2025    18-57-18
Erase            302                 PASS             18-11-2025    18-57-22
Write            302                 PASS             18-11-2025    18-57-22
Read             302                 PASS             18-11-2025    18-57-23
LoopBack         303                 FAIL             18-11-2025    18-57-24
Erase            303                 PASS             18-11-2025    18-57-27
Write            303                 PASS             18-11-2025    18-57-28
Read             303                 PASS             18-11-2025    18-57-28
LoopBack         304                 FAIL             18-11-2025    18-57-29
Erase            304                 PASS             18-11-2025    18-57-33
Write            304                 PASS             18-11-2025    18-57-33
Read             304                 PASS             18-11-2025    18-57-34
LoopBack         305                 FAIL             18-11-2025    18-57-35
Erase            305                 PASS             18-11-2025    18-57-38
Write            305                 PASS             18-11-2025    18-57-39
Read             305                 PASS             18-11-2025    18-57-39
LoopBack         306                 FAIL             18-11-2025    18-57-40
Erase            306                 PASS             18-11-2025    18-57-43
Write            306                 PASS             18-11-2025    18-57-44
Read             306                 PASS             18-11-2025    18-57-45
LoopBack         307                 FAIL             18-11-2025    18-57-45
Erase            307                 PASS             18-11-2025    18-57-49
Write            307                 PASS             18-11-2025    18-57-49
Read             307                 PASS             18-11-2025    18-57-50
LoopBack         308                 FAIL             18-11-2025    18-57-51
Erase            308                 PASS             18-11-2025    18-57-54
Write            308                 PASS             18-11-2025    18-57-55
Read             308                 PASS             18-11-2025    18-57-55
LoopBack         309                 FAIL             18-11-2025    18-57-56
Erase            309                 PASS             18-11-2025    18-58-00
Write            309                 PASS             18-11-2025    18-58-00
Read             309                 PASS             18-11-2025    18-58-01
LoopBack         310                 FAIL             18-11-2025    18-58-02
Erase            310                 PASS             18-11-2025    18-58-05
Write            310                 PASS             18-11-2025    18-58-06
Read             310                 PASS             18-11-2025    18-58-06
LoopBack         311                 FAIL             18-11-2025    18-58-07
Erase            311                 PASS             18-11-2025    18-58-11
Write            311                 PASS             18-11-2025    18-58-11
Read             311                 PASS             18-11-2025    18-58-12
LoopBack         312                 FAIL             18-11-2025    18-58-13
Erase            312                 PASS             18-11-2025    18-58-16
Write            312                 PASS             18-11-2025    18-58-17
Read             312                 PASS             18-11-2025    18-58-17
LoopBack         313                 FAIL             18-11-2025    18-58-18
Erase            313                 PASS             18-11-2025    18-58-21
Write            313                 PASS             18-11-2025    18-58-22
Read             313                 PASS             18-11-2025    18-58-23
LoopBack         314                 FAIL             18-11-2025    18-58-23
Erase            314                 PASS             18-11-2025    18-58-27
Write            314                 PASS             18-11-2025    18-58-27
Read             314                 PASS             18-11-2025    18-58-28
LoopBack         315                 FAIL             18-11-2025    18-58-29
Erase            315                 PASS             18-11-2025    18-58-32
Write            315                 PASS             18-11-2025    18-58-33
Read             315                 PASS             18-11-2025    18-58-33
LoopBack         316                 FAIL             18-11-2025    18-58-34
Erase            316                 PASS             18-11-2025    18-58-38
Write            316                 PASS             18-11-2025    18-58-38
Read             316                 PASS             18-11-2025    18-58-39
LoopBack         317                 FAIL             18-11-2025    18-58-40
Erase            317                 PASS             18-11-2025    18-58-43
Write            317                 PASS             18-11-2025    18-58-44
Read             317                 PASS             18-11-2025    18-58-44
LoopBack         318                 FAIL             18-11-2025    18-58-45
Erase            318                 PASS             18-11-2025    18-58-48
Write            318                 PASS             18-11-2025    18-58-49
Read             318                 PASS             18-11-2025    18-58-50
LoopBack         319                 FAIL             18-11-2025    18-58-50
Erase            319                 PASS             18-11-2025    18-58-54
Write            319                 PASS             18-11-2025    18-58-54
Read             319                 PASS             18-11-2025    18-58-55
LoopBack         320                 FAIL             18-11-2025    18-58-56
Erase            320                 PASS             18-11-2025    18-58-59
Write            320                 PASS             18-11-2025    18-59-00
Read             320                 PASS             18-11-2025    18-59-00
LoopBack         321                 FAIL             18-11-2025    18-59-01
Erase            321                 PASS             18-11-2025    18-59-05
Write            321                 PASS             18-11-2025    18-59-05
Read             321                 PASS             18-11-2025    18-59-06
LoopBack         322                 FAIL             18-11-2025    18-59-07
Erase            322                 PASS             18-11-2025    18-59-10
Write            322                 PASS             18-11-2025    18-59-11
Read             322                 PASS             18-11-2025    18-59-11
LoopBack         323                 FAIL             18-11-2025    18-59-12
Erase            323                 PASS             18-11-2025    18-59-15
Write            323                 PASS             18-11-2025    18-59-16
Read             323                 PASS             18-11-2025    18-59-17
LoopBack         324                 FAIL             18-11-2025    18-59-17
Erase            324                 PASS             18-11-2025    18-59-21
Write            324                 PASS             18-11-2025    18-59-21
Read             324                 PASS             18-11-2025    18-59-22
LoopBack         325                 FAIL             18-11-2025    18-59-23
Erase            325                 PASS             18-11-2025    18-59-26
Write            325                 PASS             18-11-2025    18-59-27
Read             325                 PASS             18-11-2025    18-59-27
LoopBack         326                 FAIL             18-11-2025    18-59-28
Erase            326                 PASS             18-11-2025    18-59-32
Write            326                 PASS             18-11-2025    18-59-32
Read             326                 PASS             18-11-2025    18-59-33
LoopBack         327                 FAIL             18-11-2025    18-59-34
Erase            327                 PASS             18-11-2025    18-59-37
Write            327                 PASS             18-11-2025    18-59-38
Read             327                 PASS             18-11-2025    18-59-38
LoopBack         328                 FAIL             18-11-2025    18-59-39
Erase            328                 PASS             18-11-2025    18-59-42
Write            328                 PASS             18-11-2025    18-59-43
Read             328                 PASS             18-11-2025    18-59-44
LoopBack         329                 FAIL             18-11-2025    18-59-44
Erase            329                 PASS             18-11-2025    18-59-48
Write            329                 PASS             18-11-2025    18-59-48
Read             329                 PASS             18-11-2025    18-59-49
LoopBack         330                 FAIL             18-11-2025    18-59-50
Erase            330                 PASS             18-11-2025    18-59-53
Write            330                 PASS             18-11-2025    18-59-54
Read             330                 PASS             18-11-2025    18-59-54
LoopBack         331                 FAIL             18-11-2025    18-59-55
Erase            331                 PASS             18-11-2025    18-59-59
Write            331                 PASS             18-11-2025    18-59-59
Read             331                 PASS             18-11-2025    19-00-00
LoopBack         332                 FAIL             18-11-2025    19-00-01
Erase            332                 PASS             18-11-2025    19-00-04
Write            332                 PASS             18-11-2025    19-00-05
Read             332                 PASS             18-11-2025    19-00-05
LoopBack         333                 FAIL             18-11-2025    19-00-06
Erase            333                 PASS             18-11-2025    19-00-09
Write            333                 PASS             18-11-2025    19-00-10
Read             333                 PASS             18-11-2025    19-00-11
LoopBack         334                 FAIL             18-11-2025    19-00-11
Erase            334                 PASS             18-11-2025    19-00-15
Write            334                 PASS             18-11-2025    19-00-15
Read             334                 PASS             18-11-2025    19-00-16
LoopBack         335                 FAIL             18-11-2025    19-00-17
Erase            335                 PASS             18-11-2025    19-00-20
Write            335                 PASS             18-11-2025    19-00-21
Read             335                 PASS             18-11-2025    19-00-21
LoopBack         336                 FAIL             18-11-2025    19-00-22
Erase            336                 PASS             18-11-2025    19-00-26
Write            336                 PASS             18-11-2025    19-00-26
Read             336                 PASS             18-11-2025    19-00-27
LoopBack         337                 FAIL             18-11-2025    19-00-28
Erase            337                 PASS             18-11-2025    19-00-31
Write            337                 PASS             18-11-2025    19-00-31
Read             337                 PASS             18-11-2025    19-00-32
LoopBack         338                 FAIL             18-11-2025    19-00-33
Erase            338                 PASS             18-11-2025    19-00-36
Write            338                 PASS             18-11-2025    19-00-37
Read             338                 PASS             18-11-2025    19-00-37
LoopBack         339                 FAIL             18-11-2025    19-00-38
Erase            339                 PASS             18-11-2025    19-00-42
Write            339                 PASS             18-11-2025    19-00-42
Read             339                 PASS             18-11-2025    19-00-43
LoopBack         340                 FAIL             18-11-2025    19-00-44
Erase            340                 PASS             18-11-2025    19-00-47
Write            340                 PASS             18-11-2025    19-00-48
Read             340                 PASS             18-11-2025    19-00-48
LoopBack         341                 FAIL             18-11-2025    19-00-49
Erase            341                 PASS             18-11-2025    19-00-52
Write            341                 PASS             18-11-2025    19-00-53
Read             341                 PASS             18-11-2025    19-00-54
LoopBack         342                 FAIL             18-11-2025    19-00-54
Erase            342                 PASS             18-11-2025    19-00-58
Write            342                 PASS             18-11-2025    19-00-58
Read             342                 PASS             18-11-2025    19-00-59
LoopBack         343                 FAIL             18-11-2025    19-01-00
Erase            343                 PASS             18-11-2025    19-01-03
Write            343                 PASS             18-11-2025    19-01-04
Read             343                 PASS             18-11-2025    19-01-04
LoopBack         344                 FAIL             18-11-2025    19-01-05
Erase            344                 PASS             18-11-2025    19-01-09
Write            344                 PASS             18-11-2025    19-01-09
Read             344                 PASS             18-11-2025    19-01-10
LoopBack         345                 FAIL             18-11-2025    19-01-10
Erase            345                 PASS             18-11-2025    19-01-14
Write            345                 PASS             18-11-2025    19-01-14
Read             345                 PASS             18-11-2025    19-01-15
LoopBack         346                 FAIL             18-11-2025    19-01-15
Erase            346                 PASS             18-11-2025    19-01-19
Write            346                 PASS             18-11-2025    19-01-19
Read             346                 PASS             18-11-2025    19-01-20
LoopBack         347                 FAIL             18-11-2025    19-01-20
Erase            347                 PASS             18-11-2025    19-01-23
Write            347                 PASS             18-11-2025    19-01-24
Read             347                 PASS             18-11-2025    19-01-25
LoopBack         348                 FAIL             18-11-2025    19-01-25
Erase            348                 PASS             18-11-2025    19-01-29
Write            348                 PASS             18-11-2025    19-01-29
Read             348                 PASS             18-11-2025    19-01-30
LoopBack         349                 FAIL             18-11-2025    19-01-30
Erase            349                 PASS             18-11-2025    19-01-34
Write            349                 PASS             18-11-2025    19-01-34
Read             349                 PASS             18-11-2025    19-01-35
LoopBack         350                 FAIL             18-11-2025    19-01-35
Erase            350                 PASS             18-11-2025    19-01-39
Write            350                 PASS             18-11-2025    19-01-39
Read             350                 PASS             18-11-2025    19-01-40
LoopBack         351                 FAIL             18-11-2025    19-01-40
Erase            351                 PASS             18-11-2025    19-01-44
Write            351                 PASS             18-11-2025    19-01-44
Read             351                 PASS             18-11-2025    19-01-45
LoopBack         352                 FAIL             18-11-2025    19-01-45
Erase            352                 PASS             18-11-2025    19-01-49
Write            352                 PASS             18-11-2025    19-01-49
Read             352                 PASS             18-11-2025    19-01-50
LoopBack         353                 FAIL             18-11-2025    19-01-50
Erase            353                 PASS             18-11-2025    19-01-54
Write            353                 PASS             18-11-2025    19-01-54
Read             353                 PASS             18-11-2025    19-01-55
LoopBack         354                 FAIL             18-11-2025    19-01-56
Erase            354                 PASS             18-11-2025    19-01-59
Write            354                 PASS             18-11-2025    19-01-59
Read             354                 PASS             18-11-2025    19-02-00
LoopBack         355                 FAIL             18-11-2025    19-02-00
Erase            355                 PASS             18-11-2025    19-02-04
Write            355                 PASS             18-11-2025    19-02-04
Read             355                 PASS             18-11-2025    19-02-05
LoopBack         356                 FAIL             18-11-2025    19-02-05
Erase            356                 PASS             18-11-2025    19-02-09
Write            356                 PASS             18-11-2025    19-02-09
Read             356                 PASS             18-11-2025    19-02-10
LoopBack         357                 FAIL             18-11-2025    19-02-10
Erase            357                 PASS             18-11-2025    19-02-14
Write            357                 PASS             18-11-2025    19-02-14
Read             357                 PASS             18-11-2025    19-02-15
LoopBack         358                 FAIL             18-11-2025    19-02-15
Erase            358                 PASS             18-11-2025    19-02-19
Write            358                 PASS             18-11-2025    19-02-19
Read             358                 PASS             18-11-2025    19-02-20
LoopBack         359                 FAIL             18-11-2025    19-02-20
Erase            359                 PASS             18-11-2025    19-02-24
Write            359                 PASS             18-11-2025    19-02-24
Read             359                 PASS             18-11-2025    19-02-25
LoopBack         360                 FAIL             18-11-2025    19-02-25
Erase            360                 PASS             18-11-2025    19-02-29
Write            360                 PASS             18-11-2025    19-02-29
Read             360                 PASS             18-11-2025    19-02-30
LoopBack         361                 FAIL             18-11-2025    19-02-30
Erase            361                 PASS             18-11-2025    19-02-34
Write            361                 PASS             18-11-2025    19-02-34
Read             361                 PASS             18-11-2025    19-02-35
LoopBack         362                 FAIL             18-11-2025    19-02-35
Erase            362                 PASS             18-11-2025    19-02-39
Write            362                 PASS             18-11-2025    19-02-39
Read             362                 PASS             18-11-2025    19-02-40
LoopBack         363                 FAIL             18-11-2025    19-02-40
Erase            363                 PASS             18-11-2025    19-02-44
Write            363                 PASS             18-11-2025    19-02-44
Read             363                 PASS             18-11-2025    19-02-45
LoopBack         364                 FAIL             18-11-2025    19-02-45
Erase            364                 PASS             18-11-2025    19-02-49
Write            364                 PASS             18-11-2025    19-02-49
Read             364                 PASS             18-11-2025    19-02-50
LoopBack         365                 FAIL             18-11-2025    19-02-50
Erase            365                 PASS             18-11-2025    19-02-53
Write            365                 PASS             18-11-2025    19-02-54
Read             365                 PASS             18-11-2025    19-02-55
LoopBack         366                 FAIL             18-11-2025    19-02-55
Erase            366                 PASS             18-11-2025    19-02-59
Write            366                 PASS             18-11-2025    19-02-59
Read             366                 PASS             18-11-2025    19-03-00
LoopBack         367                 FAIL             18-11-2025    19-03-00
Erase            367                 PASS             18-11-2025    19-03-04
Write            367                 PASS             18-11-2025    19-03-04
Read             367                 PASS             18-11-2025    19-03-05
LoopBack         368                 FAIL             18-11-2025    19-03-05
Erase            368                 PASS             18-11-2025    19-03-09
Write            368                 PASS             18-11-2025    19-03-09
Read             368                 PASS             18-11-2025    19-03-10
LoopBack         369                 FAIL             18-11-2025    19-03-10
Erase            369                 PASS             18-11-2025    19-03-14
Write            369                 PASS             18-11-2025    19-03-14
Read             369                 PASS             18-11-2025    19-03-15
LoopBack         370                 FAIL             18-11-2025    19-03-15
Erase            370                 PASS             18-11-2025    19-03-19
Write            370                 PASS             18-11-2025    19-03-19
Read             370                 PASS             18-11-2025    19-03-20
LoopBack         371                 FAIL             18-11-2025    19-03-20
Erase            371                 PASS             18-11-2025    19-03-24
Write            371                 PASS             18-11-2025    19-03-24
Read             371                 PASS             18-11-2025    19-03-25
LoopBack         372                 FAIL             18-11-2025    19-03-25
Erase            372                 PASS             18-11-2025    19-03-29
Write            372                 PASS             18-11-2025    19-03-29
Read             372                 PASS             18-11-2025    19-03-30
LoopBack         373                 FAIL             18-11-2025    19-03-30
Erase            373                 PASS             18-11-2025    19-03-34
Write            373                 PASS             18-11-2025    19-03-34
Read             373                 PASS             18-11-2025    19-03-35
LoopBack         374                 FAIL             18-11-2025    19-03-35
Erase            374                 PASS             18-11-2025    19-03-39
Write            374                 PASS             18-11-2025    19-03-39
Read             374                 PASS             18-11-2025    19-03-40
LoopBack         375                 FAIL             18-11-2025    19-03-40
Erase            375                 PASS             18-11-2025    19-03-44
Write            375                 PASS             18-11-2025    19-03-44
Read             375                 PASS             18-11-2025    19-03-45
LoopBack         376                 FAIL             18-11-2025    19-03-45
Erase            376                 PASS             18-11-2025    19-03-49
Write            376                 PASS             18-11-2025    19-03-49
Read             376                 PASS             18-11-2025    19-03-50
LoopBack         377                 FAIL             18-11-2025    19-03-50
Erase            377                 PASS             18-11-2025    19-03-54
Write            377                 PASS             18-11-2025    19-03-54
Read             377                 PASS             18-11-2025    19-03-55
LoopBack         378                 FAIL             18-11-2025    19-03-55
Erase            378                 PASS             18-11-2025    19-03-59
Write            378                 PASS             18-11-2025    19-03-59
Read             378                 PASS             18-11-2025    19-04-00
LoopBack         379                 FAIL             18-11-2025    19-04-00
Erase            379                 PASS             18-11-2025    19-04-04
Write            379                 PASS             18-11-2025    19-04-04
Read             379                 PASS             18-11-2025    19-04-05
LoopBack         380                 FAIL             18-11-2025    19-04-05
Erase            380                 PASS             18-11-2025    19-04-09
Write            380                 PASS             18-11-2025    19-04-09
Read             380                 PASS             18-11-2025    19-04-10
LoopBack         381                 FAIL             18-11-2025    19-04-10
Erase            381                 PASS             18-11-2025    19-04-14
Write            381                 PASS             18-11-2025    19-04-14
Read             381                 PASS             18-11-2025    19-04-15
LoopBack         382                 FAIL             18-11-2025    19-04-15
Erase            382                 PASS             18-11-2025    19-04-19
Write            382                 PASS             18-11-2025    19-04-19
Read             382                 PASS             18-11-2025    19-04-20
LoopBack         383                 FAIL             18-11-2025    19-04-20
Erase            383                 PASS             18-11-2025    19-04-24
Write            383                 PASS             18-11-2025    19-04-24
Read             383                 PASS             18-11-2025    19-04-25
LoopBack         384                 FAIL             18-11-2025    19-04-26
Erase            384                 PASS             18-11-2025    19-04-29
Write            384                 PASS             18-11-2025    19-04-29
Read             384                 PASS             18-11-2025    19-04-30
LoopBack         385                 FAIL             18-11-2025    19-04-30
Erase            385                 PASS             18-11-2025    19-04-34
Write            385                 PASS             18-11-2025    19-04-34
Read             385                 PASS             18-11-2025    19-04-35
LoopBack         386                 FAIL             18-11-2025    19-04-36
Erase            386                 PASS             18-11-2025    19-04-39
Write            386                 PASS             18-11-2025    19-04-39
Read             386                 PASS             18-11-2025    19-04-40
LoopBack         387                 FAIL             18-11-2025    19-04-41
Erase            387                 PASS             18-11-2025    19-04-44
Write            387                 PASS             18-11-2025    19-04-44
Read             387                 PASS             18-11-2025    19-04-45
LoopBack         388                 FAIL             18-11-2025    19-04-45
Erase            388                 PASS             18-11-2025    19-04-49
Write            388                 PASS             18-11-2025    19-04-49
Read             388                 PASS             18-11-2025    19-04-50
LoopBack         389                 FAIL             18-11-2025    19-04-51
Erase            389                 PASS             18-11-2025    19-04-54
Write            389                 PASS             18-11-2025    19-04-54
Read             389                 PASS             18-11-2025    19-04-55
LoopBack         390                 FAIL             18-11-2025    19-04-56
Erase            390                 PASS             18-11-2025    19-04-59
Write            390                 PASS             18-11-2025    19-04-59
Read             390                 PASS             18-11-2025    19-05-00
LoopBack         391                 FAIL             18-11-2025    19-05-01
Erase            391                 PASS             18-11-2025    19-05-04
Write            391                 PASS             18-11-2025    19-05-04
Read             391                 PASS             18-11-2025    19-05-05
LoopBack         392                 FAIL             18-11-2025    19-05-06
Erase            392                 PASS             18-11-2025    19-05-09
Write            392                 PASS             18-11-2025    19-05-09
Read             392                 PASS             18-11-2025    19-05-10
LoopBack         393                 FAIL             18-11-2025    19-05-11
Erase            393                 PASS             18-11-2025    19-05-14
Write            393                 PASS             18-11-2025    19-05-14
Read             393                 PASS             18-11-2025    19-05-15
LoopBack         394                 FAIL             18-11-2025    19-05-16
Erase            394                 PASS             18-11-2025    19-05-19
Write            394                 PASS             18-11-2025    19-05-19
Read             394                 PASS             18-11-2025    19-05-20
LoopBack         395                 FAIL             18-11-2025    19-05-21
Erase            395                 PASS             18-11-2025    19-05-24
Write            395                 PASS             18-11-2025    19-05-24
Read             395                 PASS             18-11-2025    19-05-25
LoopBack         396                 FAIL             18-11-2025    19-05-26
Erase            396                 PASS             18-11-2025    19-05-29
Write            396                 PASS             18-11-2025    19-05-29
Read             396                 PASS             18-11-2025    19-05-30
LoopBack         397                 FAIL             18-11-2025    19-05-31
Erase            397                 PASS             18-11-2025    19-05-34
Write            397                 PASS             18-11-2025    19-05-34
Read             397                 PASS             18-11-2025    19-05-35
LoopBack         398                 FAIL             18-11-2025    19-05-36
Erase            398                 PASS             18-11-2025    19-05-39
Write            398                 PASS             18-11-2025    19-05-40
Read             398                 PASS             18-11-2025    19-05-40
LoopBack         399                 FAIL             18-11-2025    19-05-41
Erase            399                 PASS             18-11-2025    19-05-44
Write            399                 PASS             18-11-2025    19-05-45
Read             399                 PASS             18-11-2025    19-05-45
LoopBack         400                 FAIL             18-11-2025    19-05-46
Erase            400                 PASS             18-11-2025    19-05-49
Write            400                 PASS             18-11-2025    19-05-50
Read             400                 PASS             18-11-2025    19-05-50
LoopBack         401                 FAIL             18-11-2025    19-05-51
Erase            401                 PASS             18-11-2025    19-05-54
Write            401                 PASS             18-11-2025    19-05-55
Read             401                 PASS             18-11-2025    19-05-55
LoopBack         402                 FAIL             18-11-2025    19-05-56
Erase            402                 PASS             18-11-2025    19-05-59
Write            402                 PASS             18-11-2025    19-06-00
Read             402                 PASS             18-11-2025    19-06-00
LoopBack         403                 FAIL             18-11-2025    19-06-01
Erase            403                 PASS             18-11-2025    19-06-04
Write            403                 PASS             18-11-2025    19-06-05
Read             403                 PASS             18-11-2025    19-06-05
LoopBack         404                 FAIL             18-11-2025    19-06-06
Erase            404                 PASS             18-11-2025    19-06-10
Write            404                 PASS             18-11-2025    19-06-10
Read             404                 PASS             18-11-2025    19-06-11
LoopBack         405                 FAIL             18-11-2025    19-06-11
Erase            405                 PASS             18-11-2025    19-06-14
Write            405                 PASS             18-11-2025    19-06-15
Read             405                 PASS             18-11-2025    19-06-16
LoopBack         406                 FAIL             18-11-2025    19-06-16
Erase            406                 PASS             18-11-2025    19-06-19
Write            406                 PASS             18-11-2025    19-06-20
Read             406                 PASS             18-11-2025    19-06-21
LoopBack         407                 FAIL             18-11-2025    19-06-21
Erase            407                 PASS             18-11-2025    19-06-24
Write            407                 PASS             18-11-2025    19-06-25
Read             407                 PASS             18-11-2025    19-06-26
LoopBack         408                 FAIL             18-11-2025    19-06-26
Erase            408                 PASS             18-11-2025    19-06-29
Write            408                 PASS             18-11-2025    19-06-30
Read             408                 PASS             18-11-2025    19-06-31
LoopBack         409                 FAIL             18-11-2025    19-06-31
Erase            409                 PASS             18-11-2025    19-06-34
Write            409                 PASS             18-11-2025    19-06-35
Read             409                 PASS             18-11-2025    19-06-35
LoopBack         410                 FAIL             18-11-2025    19-06-36
Erase            410                 PASS             18-11-2025    19-06-39
Write            410                 PASS             18-11-2025    19-06-40
Read             410                 PASS             18-11-2025    19-06-40
LoopBack         411                 FAIL             18-11-2025    19-06-41
Erase            411                 PASS             18-11-2025    19-06-44
Write            411                 PASS             18-11-2025    19-06-45
Read             411                 PASS             18-11-2025    19-06-45
LoopBack         412                 FAIL             18-11-2025    19-06-46
Erase            412                 PASS             18-11-2025    19-06-49
Write            412                 PASS             18-11-2025    19-06-50
Read             412                 PASS             18-11-2025    19-06-50
LoopBack         413                 FAIL             18-11-2025    19-06-51
Erase            413                 PASS             18-11-2025    19-06-54
Write            413                 PASS             18-11-2025    19-06-55
Read             413                 PASS             18-11-2025    19-06-55
LoopBack         414                 FAIL             18-11-2025    19-06-56
Erase            414                 PASS             18-11-2025    19-06-59
Write            414                 PASS             18-11-2025    19-07-00
Read             414                 PASS             18-11-2025    19-07-00
LoopBack         415                 FAIL             18-11-2025    19-07-01
Erase            415                 PASS             18-11-2025    19-07-04
Write            415                 PASS             18-11-2025    19-07-05
Read             415                 PASS             18-11-2025    19-07-05
LoopBack         416                 FAIL             18-11-2025    19-07-06
Erase            416                 PASS             18-11-2025    19-07-09
Write            416                 PASS             18-11-2025    19-07-10
Read             416                 PASS             18-11-2025    19-07-10
LoopBack         417                 FAIL             18-11-2025    19-07-11
Erase            417                 PASS             18-11-2025    19-07-14
Write            417                 PASS             18-11-2025    19-07-15
Read             417                 PASS             18-11-2025    19-07-15
LoopBack         418                 FAIL             18-11-2025    19-07-16
Erase            418                 PASS             18-11-2025    19-07-19
Write            418                 PASS             18-11-2025    19-07-20
Read             418                 PASS             18-11-2025    19-07-20
LoopBack         419                 FAIL             18-11-2025    19-07-21
Erase            419                 PASS             18-11-2025    19-07-24
Write            419                 PASS             18-11-2025    19-07-25
Read             419                 PASS             18-11-2025    19-07-25
LoopBack         420                 FAIL             18-11-2025    19-07-26
Erase            420                 PASS             18-11-2025    19-07-29
Write            420                 PASS             18-11-2025    19-07-30
Read             420                 PASS             18-11-2025    19-07-30
LoopBack         421                 FAIL             18-11-2025    19-07-31
Erase            421                 PASS             18-11-2025    19-07-34
Write            421                 PASS             18-11-2025    19-07-35
Read             421                 PASS             18-11-2025    19-07-36
LoopBack         422                 FAIL             18-11-2025    19-07-36
Erase            422                 PASS             18-11-2025    19-07-39
Write            422                 PASS             18-11-2025    19-07-40
Read             422                 PASS             18-11-2025    19-07-40
LoopBack         423                 FAIL             18-11-2025    19-07-41
Erase            423                 PASS             18-11-2025    19-07-44
Write            423                 PASS             18-11-2025    19-07-45
Read             423                 PASS             18-11-2025    19-07-46
LoopBack         424                 FAIL             18-11-2025    19-07-46
Erase            424                 PASS             18-11-2025    19-07-49
Write            424                 PASS             18-11-2025    19-07-50
Read             424                 PASS             18-11-2025    19-07-50
LoopBack         425                 FAIL             18-11-2025    19-07-51
Erase            425                 PASS             18-11-2025    19-07-54
Write            425                 PASS             18-11-2025    19-07-55
Read             425                 PASS             18-11-2025    19-07-55
LoopBack         426                 FAIL             18-11-2025    19-07-56
Erase            426                 PASS             18-11-2025    19-07-59
Write            426                 PASS             18-11-2025    19-08-00
Read             426                 PASS             18-11-2025    19-08-00
LoopBack         427                 FAIL             18-11-2025    19-08-01
Erase            427                 PASS             18-11-2025    19-08-04
Write            427                 PASS             18-11-2025    19-08-05
